0;1;2
NUTS;City;Average Concentration
ES30;Leganés;17.71448800073559
ES41;León;14.75130628553865
ES51;Lleida;21.932915203460045
ES23;Logroño;20.690154238375097
ES11;Lugo;20.589417842419138
ES30;Madrid;17.71448800073559
ES30;Majadahonda;17.71448800073559
ES51;Manresa;21.932915203460045
ES61;Marbella;23.722679191536578
ES51;Mataró;21.932915203460045
ES61;Málaga;23.722679191536578
FRJ2;Albi;16.30458419000511
FRE2;Amiens;15.364810755188271
FRG0;Angers;15.285715293370828
FRK2;Annecy;17.45217080760955
FRK2;Annemasse;17.45217080760955
FRE1;Arras;18.423065968062723
FRL0;Avignon;19.267866932786635
FRI1;Bayonne;16.91374374917821
FRE2;Beauvais;15.364810755188271
FRC2;Belfort;14.372818241933851
FRC2;Besançon;14.372818241933851
FRI1;Bordeaux;16.91374374917821
FRB0;Bourges;14.267420982561418
FRH0;Brest;15.852124211501915
FRD1;Caen;16.04927946530606
FRE1;Calais;18.423065968062723
FRB0;Chartres;14.267420982561418
FRD1;Cherbourg;16.04927946530606
FRB0;Châteauroux;14.267420982561418
FRF1;Colmar;17.2628078962765
FRE2;Creil;15.364810755188271
FRE1;Douai;18.423065968062723
FRE1;Dunkerque;18.423065968062723
FRL0;Fréjus;19.267866932786635
FRK2;Grenoble;17.45217080760955
FRI3;La Rochelle;16.188470449378695
FRD2;Le Havre;17.579438424999484
FRG0;Le Mans;15.285715293370828
FRE1;Lille;18.423065968062723
FRI2;Limoges;12.285307614798514
FRH0;Lorient;15.852124211501915
FRK2;Lyon;17.45217080760955
FRL0;Marseille;19.267866932786635
FR10;Melun;20.904032585428507
FRF3;Metz;14.782787662379475
FRJ1;Montpellier;15.33575190284085
FRF1;Mulhouse;17.2628078962765
FRF3;Nancy;14.782787662379475
FRG0;Nantes;15.285715293370828
FRJ1;Nimes;15.33575190284085
FRI3;Niort;16.188470449378695
FRB0;Orléans;14.267420982561418
FR10;Paris;20.904032585428507
FRJ1;Perpignan;15.33575190284085
FRI3;Poitiers;16.188470449378695
FRH0;Quimper;15.852124211501915
FRF2;Reims;16.66995857000939
FRH0;Rennes;15.852124211501915
FRK2;Roanne;17.45217080760955
FRD2;Rouen;17.579438424999484
FRF1;Strasbourg;17.2628078962765
FRJ2;Tarbes;16.30458419000511
FRL0;Toulon;19.267866932786635
FRJ2;Toulouse;16.30458419000511
FRB0;Tours;14.267420982561418
FRF2;Troyes;16.66995857000939
FRK2;Valence;17.45217080760955
FRE1;Valenciennes;18.423065968062723
UKD1;Carlisle;38.648
UKG3;Coventry;29.952
UKJ2;Eastbourne;47.14999999
UKM8;Glasgow;20.200000000000003
UKF2;Leicester;22.22299999
UKD7;Liverpool;16.558499995
UKL2;Newport;23.375
UKD4;Preston;26.6
UKD7;Wirral;16.558499995
UKE2;York;25.12099999
EL52;Thessaloniki;36.51420222092344
HR02;Osijek;35.5425174332735
HR03;Split;15.531535908342551
HR05;Zagreb;25.479143439016386
HU11;Budapest;24.965
HU32;Debrecen;24.945757997218358
HU31;Miskolc;30.4585635359116
HU32;Nyíregyháza;24.945757997218358
HU23;Pécs;23.46142857142857
HU33;Szeged;23.1267217630854
IE05;Cork;13.268833013799805
IE06;Dublin;12.25964322311796
IE05;Galway;13.268833013799805
IE05;Limerick;13.268833013799805
IE05;Waterford;13.268833013799805
ITI3;Ancona;23.129016442194356
ITC1;Asti;25.90031410150438
ITF3;Avellino;22.516005128099117
ITF4;Bari;23.146173744091495
ITF4;Barletta;23.146173744091495
ITF3;Benevento;22.516005128099117
ITC4;Bergamo;28.91728156860174
ITC1;Biella;25.90031410150438
ITH5;Bologna;28.6756976429152
ITH4;Bolzano;18.345782908851422
ITC4;Brescia;28.91728156860174
ITC4;Busto Arsizio;28.91728156860174
ITG2;Cagliari;20.848024827349597
ITF2;Campobasso;15.6
ITI1;Carrara;20.963507779349364
ITF3;Caserta;22.516005128099117
ITG1;Catania;22.05918694449108
ITF6;Catanzaro;17.489119846975665
ITC4;Como;28.91728156860174
ITF6;Cosenza;17.489119846975665
ITC4;Cremona;28.91728156860174
ITH5;Ferrara;28.6756976429152
ITF4;Foggia;23.146173744091495
ITH5;Forlì;28.6756976429152
ITC3;La Spezia;17.938865203662626
ITI4;Latina;22.695121951219512
ITF4;Lecce;23.146173744091495
ITC4;Lecco;28.91728156860174
ITI1;Livorno;20.963507779349364
ITI1;Massa;20.963507779349364
ITG1;Messina;22.05918694449108
ITI2;Milano;28.540624140046695
ITH5;Modena;28.6756976429152
ITC1;Novara;25.90031410150438
ITC4;Padova;28.91728156860174
ITG1;Palermo;22.05918694449108
ITH5;Parma;28.6756976429152
ITC4;Pavia;28.91728156860174
ITI2;Perugia;28.540624140046695
ITI3;Pesaro;23.129016442194356
ITF1;Pescara;23.89346224357266
ITH5;Piacenza;28.6756976429152
ITI1;Pisa;20.963507779349364
ITH4;Pordenone;18.345782908851422
ITF5;Potenza;20.42537911008584
ITI1;Prato;20.963507779349364
ITH5;Ravenna;28.6756976429152
ITH5;Rimini;28.6756976429152
ITC1;Roma;25.90031410150438
ITF3;Salerno;22.516005128099117
ITC3;Sanremo;17.938865203662626
ITG2;Sassari;20.848024827349597
ITC3;Savona;17.938865203662626
ITF4;Taranto;23.146173744091495
ITI2;Terni;28.540624140046695
ITH5;Torino;28.6756976429152
ITH2;Trento;20.030261348005503
ITH3;Treviso;32.57147802007615
ITH4;Trieste;18.345782908851422
ITH4;Udine;18.345782908851422
ITC4;Varese;28.91728156860174
ITH3;Venezia;32.57147802007615
ITH3;Verona;32.57147802007615
ITI1;Viareggio;20.963507779349364
ITH3;Vicenza;32.57147802007615
ITC4;Vigevano;28.91728156860174
LT02;Kaunas;22.622120363886463
LT01;Vilnius;25.086191974349347
LU00;Luxembourg;17.73144570663803
LV00;Liepaja;26.603343162546658
LV00;Riga;26.603343162546658
MT00;Valletta;34.53852602306852
NL32;Amsterdam;17.187567893194515
NL41;Breda;17.708156477445574
NL33;Dordrecht;18.68327105326851
NL41;Eindhoven;17.708156477445574
NL11;Groningen;19.128118399513976
NL32;Haarlem;17.187567893194515
NL42;Heerlen;15.754112578207463
NL22;Nijmegen;21.035179060117695
NL33;Rotterdam;18.68327105326851
NL31;Utrecht;16.42561668846612
NO0A;Bergen;10.03647071801733
NO08;Oslo;16.3622101813143
NO0A;Stavanger;10.03647071801733
NO07;Tromsø;14.149010416104367
NO06;Trondheim;9.71180054295353
PL61;Bydgoszcz;25.097783996125596
PL62;Elk;18.38452419621085
PL63;Gdansk;19.418938237726653
PL63;Gdynia;19.418938237726653
PL41;Gniezno;24.778488874509733
PL43;Gorzów Wielkopolski;18.882375969737826
PL51;Jelenia Góra;24.464531395156957
PL41;Kalisz;24.778488874509733
PL72;Kielce;24.959503032114476
PL41;Konin;24.778488874509733
PL42;Koszalin;18.303923260484734
PL92;Kraków;28.85928669074228
PL51;Legnica;24.464531395156957
PL41;Leszno;24.778488874509733
PL81;Lublin;22.27902289061704
PL62;Olsztyn;18.38452419621085
PL52;Opole;23.15818084962167
PL41;Ostrów Wielkopolski;24.778488874509733
PL71;Pabianice;30.889141242311908
PL41;Pila;24.778488874509733
PL71;Piotrków Trybunalski;30.889141242311908
PL92;Radom;28.85928669074228
PL22;Rybnik;32.680592810495334
PL82;Rzeszów;23.798967545160114
PL92;Siedlce;28.85928669074228
PL82;Stalowa Wola;23.798967545160114
PL42;Szczecin;18.303923260484734
PL21;Tarnów;24.72644359629203
PL71;Tomaszów Mazowiecki;30.889141242311908
PL41;Warszawa;24.778488874509733
PL71;Zgierz;30.889141242311908
PL43;Zielona Góra;18.882375969737826
PL84;Zory;29.829315065178143
PT16;Aveiro;18.470070979051123
PT16;Coimbra;18.470070979051123
PT15;Faro;13.632518086484817
PT30;Funchal;15.819357591341221
PT11;Guimarães;14.84023184023184
PT11;Paredes;14.84023184023184
PT11;Porto;14.84023184023184
PT17;Setúbal;17.69411740492449
PT17;Sintra;17.69411740492449
RO42;Arad;16.978948861363634
RO41;Craiova;24.28976190096825
RO11;Oradea;18.00421828554573
SE23;Borås;17.652861949696945
SE33;Göteborg;17.763391995329822
SE22;Helsingborg;13.38522794396679
SE21;Jönköping;14.548383387501994
SE12;Linköping;13.857910499175071
SE21;Malmö;14.548383387501994
SE12;Norrköping;13.857910499175071
SE11;Stockholm;14.369778087792985
SE12;Uppsala;13.857910499175071
SE12;Västerås;13.857910499175071
SE12;Örebro;13.857910499175071
SI04;Ljubljana;20.76320939334638
SI03;Maribor;21.154545454545456
SK03;Banská Bystrica;21.044035408052377
SK01;Bratislava;20.55912542847054
SK04;Košice;25.012801326359696
SK04;Prešov;25.012801326359696
SK02;Trnava;21.965038900707984
SK03;Žilina;21.044035408052377
