NUTS;City;Average Concentration;Pollutant;Number of Records;Number of Cities;UnitOfMeasurement
RO31;Giurgiu;27.92499999666667;NO2;6;6;µg/m3
RO21;Iasi;16.034475934964707;NO2;15876;17573;µg/m3
RO11;Oradea;24.849297151716527;NO2;7242;8788;µg/m3
RO21;Piatra Neamt;16.034475934964707;NO2;15876;17573;µg/m3
RO31;Pitesti;27.92499999666667;NO2;6;6;µg/m3
RO31;Ploiesti;27.92499999666667;NO2;6;6;µg/m3
RO41;Ramnicu Valcea;25.93244958714344;NO2;16366;17569;µg/m3
RO11;Satu Mare;24.849297151716527;NO2;7242;8788;µg/m3
RO12;Sibiu;22.683949690472208;NO2;2942;8789;µg/m3
RO21;Suceava;16.034475934964707;NO2;15876;17573;µg/m3
RO42;Timisoara;8.523333326666668;NO2;3;3;µg/m3
RO22;Tulcea;25.906676437536696;NO2;30010;43923;µg/m3
RO12;Targu Mures;22.683949690472208;NO2;2942;8789;µg/m3
SE23;Boras;18.077677083574915;NO2;40791;40791;µg/m3
SE23;Goteborg;18.077677083574915;NO2;40791;40791;µg/m3
SE22;Helsingborg;16.128439508384766;NO2;60885;60885;µg/m3
SE21;Jonkoping;16.88247944675129;NO2;8151;8151;µg/m3
SE12;Linkoping;13.936408829522634;NO2;25585;25585;µg/m3
SE22;Malmo;16.128439508384766;NO2;60885;60885;µg/m3
SE11;Stockholm;16.10272973723071;NO2;107556;107556;µg/m3
SE12;Uppsala;13.936408829522634;NO2;25585;25585;µg/m3
SE12;Vasteras;13.936408829522634;NO2;25585;25585;µg/m3
SE12;Orebro;13.936408829522634;NO2;25585;25585;µg/m3
SI04;Ljubljana;21.456451511870007;NO2;13231;13848;µg/m3
SI03;Maribor;19.12663683894581;NO2;11959;13056;µg/m3
SK03;Banska Bystrica;15.814868519638113;NO2;25253;25253;µg/m3
SK01;Bratislava;19.042966475315087;NO2;25294;25294;µg/m3
SK04;Kosice;26.640224858466716;NO2;16857;16857;µg/m3
SK04;Presov;26.640224858466716;NO2;16857;16857;µg/m3
SK02;Trencin;24.792759223212638;NO2;16840;16840;µg/m3
SK02;Trnava;24.792759223212638;NO2;16840;16840;µg/m3
SK03;Zilina;15.814868519638113;NO2;25253;25253;µg/m3
AT22;Graz;0.3237939585058681;CO;25212;26352;µg/m3
AT33;Innsbruck;0.3116822544639235;CO;8385;8784;µg/m3
AT21;Klagenfurt;0.2847207898333926;CO;8463;8784;µg/m3
AT31;Linz;0.3382875266394118;CO;16634;17568;µg/m3
AT32;Salzburg;0.2533538683817266;CO;16808;17568;µg/m3
AT13;Wien;0.2725846089307055;CO;25110;26352;µg/m3
BE21;Antwerpen;0.24619131170861483;CO;8264;8784;µg/m3
BE32;Charleroi;0.2212224437077877;CO;8528;8784;µg/m3
BE33;Liege;0.2041165503969243;CO;8314;8784;µg/m3
BG34;Burgas;0.29350223277284465;CO;16795;16795;µg/m3
BG41;Pernik;0.5750787540077666;CO;33268;33268;µg/m3
BG31;Pleven;0.8967044824413174;CO;16659;16659;µg/m3
BG42;Plovdiv;0.5028472714111689;CO;14038;14038;µg/m3
BG32;Ruse;0.3951716486396701;CO;8564;8564;µg/m3
BG41;Sofia;0.5750787540077666;CO;33268;33268;µg/m3
BG34;Stara Zagora;0.29350223277284465;CO;16795;16795;µg/m3
BG33;Varna;0.35536177323713486;CO;16737;16737;µg/m3
BG31;Vratsa;0.8967044824413174;CO;16659;16659;µg/m3
CH02;Bern;0.3261391098265834;CO;8765;8784;µg/m3
CH01;Geneve;0.2907940261315741;CO;17511;17568;µg/m3
CH01;Lausanne;0.2907940261315741;CO;17511;17568;µg/m3
CH07;Lugano;0.2927593455299767;CO;8774;8784;µg/m3
CH04;Zurich;0.2599162825877067;CO;26224;26352;µg/m3
CY00;Lefkosia;0.378844481205602;CO;17568;17568;µg/m3
CZ06;Brno;0.3711542285379217;CO;24458;26269;µg/m3
CZ05;Hradec Kralove;0.3233886944166463;CO;7954;8780;µg/m3
CZ06;Jihlava;0.3711542285379217;CO;24458;26269;µg/m3
CZ02;Kladno;0.5688279796774187;CO;744;744;µg/m3
CZ08;Ostrava;0.36744922990626266;CO;25709;26133;µg/m3
CZ03;Plzen;0.30612840492203297;CO;16546;17566;µg/m3
CZ01;Praha;0.3881996733057148;CO;16408;17566;µg/m3
CZ04;Usti nad Labem;0.3861242194851907;CO;8314;8783;µg/m3
DE27;Augsburg;0.27013352528828477;CO;26224;26352;µg/m3
DE30;Berlin;0.31767292010777326;CO;17537;17568;µg/m3
DE91;Braunschweig;0.3219385765474751;CO;25645;26352;µg/m3
DE50;Bremen;0.24401620436593557;CO;34682;35136;µg/m3
DE50;Bremerhaven;0.24401620436593557;CO;34682;35136;µg/m3
DE71;Darmstadt;0.2586929396397859;CO;61271;61488;µg/m3
DE40;Frankfurt (Oder);0.33092429777917814;CO;17516;17568;µg/m3
DE71;Frankfurt am Main;0.2586929396397859;CO;61271;61488;µg/m3
DE13;Freiburg im Breisgau;0.24221760701511214;CO;8667;8784;µg/m3
DE73;Fulda;0.3069663504723585;CO;17529;17568;µg/m3
DE72;Giessen;0.32404273684177465;CO;17532;17568;µg/m3
DE91;Gottingen;0.3219385765474751;CO;25645;26352;µg/m3
DE60;Hamburg;0.32804609082851865;CO;17465;17568;µg/m3
DE92;Hannover;0.3376584165275689;CO;17302;17568;µg/m3
DE11;Heilbronn;0.27250072274238263;CO;17295;17568;µg/m3
DE92;Hildesheim;0.3376584165275689;CO;17302;17568;µg/m3
DE21;Ingolstadt;0.3294607906426211;CO;26283;26352;µg/m3
DEB3;Kaiserslautern;0.27521642089546755;CO;61264;61488;µg/m3
DE12;Karlsruhe;0.24825735718001415;CO;17330;17568;µg/m3
DE73;Kassel;0.3069663504723585;CO;17529;17568;µg/m3
DEB1;Koblenz;0.23523183191832978;CO;8669;8784;µg/m3
DEB3;Ludwigshafen am Rhein;0.27521642089546755;CO;61264;61488;µg/m3
DEE0;Magdeburg;0.30384376171458044;CO;8696;8784;µg/m3
DEB3;Mainz;0.27521642089546755;CO;61264;61488;µg/m3
DE12;Mannheim;0.24825735718001415;CO;17330;17568;µg/m3
DE72;Marburg;0.32404273684177465;CO;17532;17568;µg/m3
DE21;Munchen;0.3294607906426211;CO;26283;26352;µg/m3
DE80;Neubrandenburg;0.2443360876794505;CO;34854;35136;µg/m3
DE25;Nurnberg;0.3398507347846455;CO;8753;8784;µg/m3
DE71;Offenbach am Main;0.2586929396397859;CO;61271;61488;µg/m3
DE94;Oldenburg (Oldenburg);0.3531830624366942;CO;16941;17568;µg/m3
DE94;Osnabruck;0.3531830624366942;CO;16941;17568;µg/m3
DE40;Potsdam;0.33092429777917814;CO;17516;17568;µg/m3
DE23;Regensburg;0.30074711509661894;CO;8694;8784;µg/m3
DE14;Reutlingen;0.2979008073656259;CO;8670;8784;µg/m3
DE80;Rostock;0.2443360876794505;CO;34854;35136;µg/m3
DEC0;Saarbrucken;0.37096112186979313;CO;8771;8784;µg/m3
DE80;Schwerin;0.2443360876794505;CO;34854;35136;µg/m3
DE80;Stralsund;0.2443360876794505;CO;34854;35136;µg/m3
DE11;Stuttgart;0.27250072274238263;CO;17295;17568;µg/m3
DEB2;Trier;0.2626373748162946;CO;8764;8784;µg/m3
DE71;Wiesbaden;0.2586929396397859;CO;61271;61488;µg/m3
DE91;Wolfsburg;0.3219385765474751;CO;25645;26352;µg/m3
DE26;Wurzburg;0.2770238051421072;CO;8761;8784;µg/m3
DK05;Aalborg;0.19048123242450177;CO;8179;8784;µg/m3
DK01;Kobenhavn;0.22299943788457838;CO;16011;17568;µg/m3
DK03;Odense;0.17027346102879265;CO;8301;8784;µg/m3
DK04;Arhus;0.22067826197502613;CO;7848;8784;µg/m3
EE00;Narva;0.2004734630396519;CO;34744;35136;µg/m3
EE00;Tallinn;0.2004734630396519;CO;34744;35136;µg/m3
EE00;Tartu;0.2004734630396519;CO;34744;35136;µg/m3
ES11;A Coruna;0.15152317553364797;CO;60689;61488;µg/m3
ES42;Albacete;0.30562090323650426;CO;16629;17568;µg/m3
ES30;Alcala de Henares;0.34249256866609407;CO;41379;42360;µg/m3
ES61;Almeria;0.4409551086209285;CO;138312;149327;µg/m3
ES12;Aviles;0.45701902991762133;CO;34472;35136;µg/m3
ES43;Badajoz;0.18874695015684623;CO;17214;17568;µg/m3
ES51;Barcelona;0.2925073806326334;CO;117876;122976;µg/m3
ES21;Bilbao;0.23486400986766096;CO;25921;26352;µg/m3
ES41;Burgos;0.4024718570337773;CO;25406;26352;µg/m3
ES62;Cartagena;0.26648172715114016;CO;8291;8784;µg/m3
ES43;Caceres;0.18874695015684623;CO;17214;17568;µg/m3
ES61;Cadiz;0.4409551086209285;CO;138312;149327;µg/m3
ES61;Dos Hermanas;0.4409551086209285;CO;138312;149327;µg/m3
ES11;Ferrol;0.15152317553364797;CO;60689;61488;µg/m3
ES52;Gandia;0.14380894060010396;CO;32660;35136;µg/m3
ES51;Girona;0.2925073806326334;CO;117876;122976;µg/m3
ES61;Granada;0.4409551086209285;CO;138312;149327;µg/m3
ES42;Guadalajara;0.30562090323650426;CO;16629;17568;µg/m3
ES61;Jaen;0.4409551086209285;CO;138312;149327;µg/m3
ES70;Las Palmas;0.37793152384246365;CO;5637;8784;µg/m3
ES41;Leon;0.4024718570337773;CO;25406;26352;µg/m3
ES51;Lleida;0.2925073806326334;CO;117876;122976;µg/m3
ES23;Logrono;0.33692723639356126;CO;8507;8784;µg/m3
ES11;Lugo;0.15152317553364797;CO;60689;61488;µg/m3
ES30;Madrid;0.34249256866609407;CO;41379;42360;µg/m3
ES61;Marbella;0.4409551086209285;CO;138312;149327;µg/m3
ES51;Mataro;0.2925073806326334;CO;117876;122976;µg/m3
ES61;Malaga;0.4409551086209285;CO;138312;149327;µg/m3
ES11;Ourense;0.15152317553364797;CO;60689;61488;µg/m3
ES12;Oviedo;0.45701902991762133;CO;34472;35136;µg/m3
ES53;Palma de Mallorca;0.3821411819781913;CO;8528;8784;µg/m3
ES11;Pontevedra;0.15152317553364797;CO;60689;61488;µg/m3
ES11;Santiago de Compostela;0.15152317553364797;CO;60689;61488;µg/m3
ES61;Sevilla;0.4409551086209285;CO;138312;149327;µg/m3
ES51;Tarragona;0.2925073806326334;CO;117876;122976;µg/m3
ES51;Terrassa;0.2925073806326334;CO;117876;122976;µg/m3
ES52;Valencia;0.14380894060010396;CO;32660;35136;µg/m3
ES41;Valladolid;0.4024718570337773;CO;25406;26352;µg/m3
ES51;Viladecans;0.2925073806326334;CO;117876;122976;µg/m3
ES51;Vilanova i la Geltru;0.2925073806326334;CO;117876;122976;µg/m3
ES24;Zaragoza;0.20383303550558532;CO;51484;52704;µg/m3
FRE2;Creil;0.07956822810590615;CO;1473;2352;µg/m3
FRE1;Lille;0.2382227306381403;CO;8086;8712;µg/m3
FRK2;Lyon;0.31485642600752584;CO;8769;8784;µg/m3
FRL0;Marseille;0.2627720621719249;CO;8748;8784;µg/m3
FRF1;Mulhouse;0.2715559038360623;CO;8613;8784;µg/m3
FRG0;Nantes;0.20016779620004682;CO;8558;8784;µg/m3
FR10;Paris;0.28027792370685767;CO;33117;34631;µg/m3
FRI3;Poitiers;0.25289916315481176;CO;2390;8736;µg/m3
FRD2;Rouen;0.28437048006540805;CO;8103;8784;µg/m3
FRB0;Tours;0.15112287333766483;CO;8464;8784;µg/m3
EL30;Athina;0.6326073026423847;CO;26537;43920;µg/m3
EL63;Patra;0.5731878764150254;CO;10954;17567;µg/m3
HR02;Osijek;0.2655394486454423;CO;8416;8783;µg/m3
HR03;Rijeka;0.22364822592325023;CO;6905;8783;µg/m3
HR05;Zagreb;0.41267338300072404;CO;8288;8783;µg/m3
HU11;Budapest;0.53053819257507;CO;42927;43920;µg/m3
HU32;Debrecen;0.4424301422198054;CO;17006;17568;µg/m3
HU22;Gyor;0.46575699649222496;CO;13185;17568;µg/m3
HU31;Miskolc;0.5721448385053717;CO;8651;8784;µg/m3
HU32;Nyiregyhaza;0.4424301422198054;CO;17006;17568;µg/m3
HU23;Pecs;0.5440174835161695;CO;8751;8784;µg/m3
HU33;Szeged;0.3539702039582851;CO;8726;8784;µg/m3
IE05;Cork;0.5687701835417591;CO;8778;8784;µg/m3
IE06;Dublin;0.3211092639232668;CO;8763;8784;µg/m3
ITI3;Ancona;0.6859384124023504;CO;25687;26352;µg/m3
ITF3;Avellino;0.529240546050918;CO;95200;105408;µg/m3
ITF4;Bari;0.3577058308240579;CO;41126;43920;µg/m3
ITC4;Bergamo;0.6262343813014537;CO;144322;149328;µg/m3
ITH5;Bologna;0.5435738312544811;CO;34484;35136;µg/m3
ITH1;Bolzano;0.3261397399953712;CO;8616;8784;µg/m3
ITC4;Brescia;0.6262343813014537;CO;144322;149328;µg/m3
ITC4;Busto Arsizio;0.6262343813014537;CO;144322;149328;µg/m3
ITG2;Cagliari;0.237770027347275;CO;25012;26352;µg/m3
ITF3;Caserta;0.529240546050918;CO;95200;105408;µg/m3
ITG1;Catania;0.4266955350903424;CO;6697;26352;µg/m3
ITF6;Catanzaro;0.7498589718471295;CO;25456;26352;µg/m3
ITC4;Como;0.6262343813014537;CO;144322;149328;µg/m3
ITF6;Cosenza;0.7498589718471295;CO;25456;26352;µg/m3
ITC4;Cremona;0.6262343813014537;CO;144322;149328;µg/m3
ITI1;Firenze;0.5220293763360576;CO;33360;35136;µg/m3
ITF4;Foggia;0.3577058308240579;CO;41126;43920;µg/m3
ITC3;Genova;0.6335420709545359;CO;69002;70272;µg/m3
ITC3;La Spezia;0.6335420709545359;CO;69002;70272;µg/m3
ITI4;Latina;0.438239220818716;CO;25466;26352;µg/m3
ITF4;Lecce;0.3577058308240579;CO;41126;43920;µg/m3
ITC4;Lecco;0.6262343813014537;CO;144322;149328;µg/m3
ITI1;Livorno;0.5220293763360576;CO;33360;35136;µg/m3
ITG1;Messina;0.4266955350903424;CO;6697;26352;µg/m3
ITC4;Milano;0.6262343813014537;CO;144322;149328;µg/m3
ITF3;Napoli;0.529240546050918;CO;95200;105408;µg/m3
ITC1;Novara;0.7887618448085565;CO;25538;26352;µg/m3
ITH3;Padova;0.35402752806595755;CO;42284;43920;µg/m3
ITG1;Palermo;0.4266955350903424;CO;6697;26352;µg/m3
ITC4;Pavia;0.6262343813014537;CO;144322;149328;µg/m3
ITI2;Perugia;0.46699114708328426;CO;17170;17568;µg/m3
ITI3;Pesaro;0.6859384124023504;CO;25687;26352;µg/m3
ITF1;Pescara;0.4558952459322764;CO;16744;17568;µg/m3
ITH5;Piacenza;0.5435738312544811;CO;34484;35136;µg/m3
ITI1;Pisa;0.5220293763360576;CO;33360;35136;µg/m3
ITF5;Potenza;0.35574025967683637;CO;16555;17568;µg/m3
ITI1;Prato;0.5220293763360576;CO;33360;35136;µg/m3
ITH5;Ravenna;0.5435738312544811;CO;34484;35136;µg/m3
ITF6;Reggio di Calabria;0.7498589718471295;CO;25456;26352;µg/m3
ITH5;Rimini;0.5435738312544811;CO;34484;35136;µg/m3
ITI4;Roma;0.438239220818716;CO;25466;26352;µg/m3
ITF3;Salerno;0.529240546050918;CO;95200;105408;µg/m3
ITC3;Sanremo;0.6335420709545359;CO;69002;70272;µg/m3
ITG2;Sassari;0.237770027347275;CO;25012;26352;µg/m3
ITC3;Savona;0.6335420709545359;CO;69002;70272;µg/m3
ITI2;Terni;0.46699114708328426;CO;17170;17568;µg/m3
ITC1;Torino;0.7887618448085565;CO;25538;26352;µg/m3
ITH2;Trento;0.677439652132468;CO;8741;8784;µg/m3
ITH3;Treviso;0.35402752806595755;CO;42284;43920;µg/m3
ITH4;Trieste;0.4706021758178057;CO;15884;17568;µg/m3
ITC4;Varese;0.6262343813014537;CO;144322;149328;µg/m3
ITH3;Venezia;0.35402752806595755;CO;42284;43920;µg/m3
ITH3;Verona;0.35402752806595755;CO;42284;43920;µg/m3
ITH3;Vicenza;0.35402752806595755;CO;42284;43920;µg/m3
LT02;Kaunas;0.23476352131497208;CO;69224;70272;µg/m3
LT02;Klaipeda;0.23476352131497208;CO;69224;70272;µg/m3
LT02;Panevezys;0.23476352131497208;CO;69224;70272;µg/m3
LT01;Vilnius;0.30050495570934727;CO;17051;17568;µg/m3
LT02;Siauliai;0.23476352131497208;CO;69224;70272;µg/m3
LU00;Luxembourg;0.21162162162161138;CO;16613;17568;µg/m3
LV00;Liepaja;0.271323547702456;CO;8039;8784;µg/m3
MT00;Valletta;0.3177322467264316;CO;8590;8784;µg/m3
NL32;Amsterdam;0.3506645420480769;CO;26000;26352;µg/m3
NL22;Nijmegen;0.3094287749496643;CO;1192;8784;µg/m3
NO08;Oslo;0.24653055016696035;CO;7367;8784;µg/m3
PL84;Bialystok;0.327354743434232;CO;8127;8197;µg/m3
PL61;Bydgoszcz;0.4100599246171268;CO;50213;50540;µg/m3
PL22;Czestochowa;0.4243976304075787;CO;34914;35045;µg/m3
PL62;Elblag;0.32744327618728486;CO;17300;17350;µg/m3
PL63;Gdansk;0.3081634616825916;CO;34013;34558;µg/m3
PL63;Gdynia;0.3081634616825916;CO;34013;34558;µg/m3
PL43;Gorzow Wielkopolski;0.3397333655445244;CO;16620;16833;µg/m3
PL61;Grudziadz;0.4100599246171268;CO;50213;50540;µg/m3
PL51;Jelenia Gora;0.4349755063768127;CO;60295;60973;µg/m3
PL41;Kalisz;0.3358226511435495;CO;42438;43058;µg/m3
PL72;Kielce;0.5752798944776308;CO;8739;8760;µg/m3
PL41;Konin;0.3358226511435495;CO;42438;43058;µg/m3
PL21;Krakow;0.6299587857013683;CO;17252;17480;µg/m3
PL51;Legnica;0.4349755063768127;CO;60295;60973;µg/m3
PL81;Lublin;0.3500434176294425;CO;8614;8728;µg/m3
PL71;Lodz;0.4700507121541153;CO;51882;52279;µg/m3
PL62;Olsztyn;0.32744327618728486;CO;17300;17350;µg/m3
PL41;Pila;0.3358226511435495;CO;42438;43058;µg/m3
PL71;Piotrkow Trybunalski;0.4700507121541153;CO;51882;52279;µg/m3
PL92;Plock;0.3575196260977439;CO;17372;17415;µg/m3
PL41;Poznan;0.3358226511435495;CO;42438;43058;µg/m3
PL92;Radom;0.3575196260977439;CO;17372;17415;µg/m3
PL22;Rybnik;0.4243976304075787;CO;34914;35045;µg/m3
PL82;Rzeszow;0.3633929547546991;CO;17509;17541;µg/m3
PL42;Szczecin;0.2664431065755165;CO;8594;8754;µg/m3
PL21;Tarnow;0.6299587857013683;CO;17252;17480;µg/m3
PL61;Torun;0.4100599246171268;CO;50213;50540;µg/m3
PL51;Walbrzych;0.4349755063768127;CO;60295;60973;µg/m3
PL91;Warszawa;0.5184705884767457;CO;8751;8782;µg/m3
PL61;Wloclawek;0.4100599246171268;CO;50213;50540;µg/m3
PL51;Wroclaw;0.4349755063768127;CO;60295;60973;µg/m3
PL71;Zgierz;0.4700507121541153;CO;51882;52279;µg/m3
PL43;Zielona Gora;0.3397333655445244;CO;16620;16833;µg/m3
PL22;Zory;0.4243976304075787;CO;34914;35045;µg/m3
PT16;Aveiro;0.21250623333757532;CO;16524;17567;µg/m3
PT16;Coimbra;0.21250623333757532;CO;16524;17567;µg/m3
PT30;Funchal;0.12008470131896856;CO;8772;8784;µg/m3
PT17;Lisboa;0.23990789234486973;CO;61287;70272;µg/m3
PT11;Porto;0.5806631883907444;CO;17443;17568;µg/m3
PT17;Setubal;0.23990789234486973;CO;61287;70272;µg/m3
RO22;Braila;0.09955673012011018;CO;16649;17568;µg/m3
RO32;Bucuresti;0.564156648327867;CO;8235;8784;µg/m3
RO41;Craiova;0.29270364562267714;CO;16622;17568;µg/m3
RO22;Galati;0.09955673012011018;CO;16649;17568;µg/m3
RO21;Iasi;0.08762069884235255;CO;7498;8784;µg/m3
SE22;Malmo;0.2626663218681114;CO;16696;16696;µg/m3
SE11;Stockholm;0.42739727592842464;CO;26211;26211;µg/m3
SI04;Ljubljana;0.3499690364380374;CO;8397;8784;µg/m3
SI03;Maribor;0.4300489443927829;CO;3269;3528;µg/m3
SK03;Banska Bystrica;0.5248835993245822;CO;16834;16834;µg/m3
SK01;Bratislava;0.31759250342501744;CO;8362;8362;µg/m3
SK04;Kosice;0.4261718561384834;CO;16724;16724;µg/m3
SK04;Presov;0.4261718561384834;CO;16724;16724;µg/m3
SK02;Trencin;0.4721542874111505;CO;16826;16826;µg/m3
SK02;Trnava;0.4721542874111505;CO;16826;16826;µg/m3
SK03;Zilina;0.5248835993245822;CO;16834;16834;µg/m3
AT22;Graz;14.040659727141222;NO;16784;17568;µg/m3
AT33;Innsbruck;13.090587203930012;NO;16781;17568;µg/m3
AT21;Klagenfurt;10.126376063462798;NO;8404;8784;µg/m3
AT31;Linz;11.995771066883608;NO;16522;17570;µg/m3
AT32;Salzburg;5.707083384135947;NO;16789;17568;µg/m3
AT13;Wien;1.8988574865884134;NO;33307;35136;µg/m3
BG41;Blagoevgrad;13.913265006034013;NO;59764;59764;µg/m3
BG34;Burgas;8.461920589844622;NO;15641;15641;µg/m3
BG41;Pernik;13.913265006034013;NO;59764;59764;µg/m3
BG31;Pleven;7.885939164344819;NO;16866;16866;µg/m3
BG42;Plovdiv;20.871017301553366;NO;12366;12366;µg/m3
BG32;Ruse;9.661773961355012;NO;8450;8450;µg/m3
BG33;Shumen;7.555110821138545;NO;22468;22468;µg/m3
BG41;Sofia;13.913265006034013;NO;59764;59764;µg/m3
BG34;Stara Zagora;8.461920589844622;NO;15641;15641;µg/m3
BG33;Varna;7.555110821138545;NO;22468;22468;µg/m3
BG31;Vratsa;7.885939164344819;NO;16866;16866;µg/m3
CH03;Basel;11.316318513036322;NO;26081;26352;µg/m3
CH02;Bern;11.446046466029786;NO;17528;17568;µg/m3
CH01;Geneve;9.009698476702168;NO;35050;35136;µg/m3
CH01;Lausanne;9.009698476702168;NO;35050;35136;µg/m3
CH07;Lugano;7.2383808008575645;NO;17503;17568;µg/m3
CH06;Luzern;19.208671805695037;NO;8783;8784;µg/m3
CH05;St. Gallen;15.305474359035312;NO;8624;8784;µg/m3
CH04;Winterthur;12.17643958435591;NO;69629;70272;µg/m3
CH04;Zurich;12.17643958435591;NO;69629;70272;µg/m3
CZ06;Brno;13.226572732494889;NO;76793;78859;µg/m3
CZ03;Ceske Budejovice;5.251756409721415;NO;81416;87830;µg/m3
CZ05;Hradec Kralove;4.677749534762072;NO;24786;26345;µg/m3
CZ06;Jihlava;13.226572732494889;NO;76793;78859;µg/m3
CZ08;Karvina;5.7550517008463276;NO;75529;77279;µg/m3
CZ02;Kladno;4.584363417229001;NO;8365;8783;µg/m3
CZ05;Liberec;4.677749534762072;NO;24786;26345;µg/m3
CZ04;Most;10.92733373454974;NO;33080;35132;µg/m3
CZ07;Olomouc;4.7708305475972494;NO;25441;26349;µg/m3
CZ08;Ostrava;5.7550517008463276;NO;75529;77279;µg/m3
CZ05;Pardubice;4.677749534762072;NO;24786;26345;µg/m3
CZ03;Plzen;5.251756409721415;NO;81416;87830;µg/m3
CZ01;Praha;9.557885501327586;NO;99182;103968;µg/m3
CZ07;Zlin;4.7708305475972494;NO;25441;26349;µg/m3
CZ04;Usti nad Labem;10.92733373454974;NO;33080;35132;µg/m3
DEA2;Aachen;11.111478758685768;NO;75687;79056;µg/m3
DE26;Aschaffenburg;9.569260758480553;NO;26281;26352;µg/m3
DE27;Augsburg;9.944492742264138;NO;43792;43920;µg/m3
DE24;Bamberg;10.216259626460243;NO;17507;17568;µg/m3
DE24;Bayreuth;10.216259626460243;NO;17507;17568;µg/m3
DE30;Berlin;13.385495988450089;NO;111756;114192;µg/m3
DEA4;Bielefeld;11.775867498752605;NO;20838;26352;µg/m3
DEA2;Bonn;11.111478758685768;NO;75687;79056;µg/m3
DE40;Brandenburg an der Havel;9.536949491450587;NO;87533;87840;µg/m3
DE91;Braunschweig;9.643907539958693;NO;50557;52704;µg/m3
DE50;Bremen;8.845000324913803;NO;61076;61488;µg/m3
DE50;Bremerhaven;8.845000324913803;NO;61076;61488;µg/m3
DED4;Chemnitz;12.116325966326881;NO;34853;35136;µg/m3
DE40;Cottbus;9.536949491450587;NO;87533;87840;µg/m3
DE71;Darmstadt;15.164729367238095;NO;104931;105408;µg/m3
DEA5;Dortmund;24.556277401400838;NO;25151;26352;µg/m3
DED2;Dresden;15.15704342799462;NO;34906;35136;µg/m3
DEA1;Duisburg;12.83250759134503;NO;135108;149328;µg/m3
DEA1;Dusseldorf;12.83250759134503;NO;135108;149328;µg/m3
DEG0;Erfurt;10.20282954927245;NO;61284;61488;µg/m3
DE25;Erlangen;15.62677505055711;NO;35028;35136;µg/m3
DEA1;Essen;12.83250759134503;NO;135108;149328;µg/m3
DEF0;Flensburg;18.3294683756601;NO;61318;61488;µg/m3
DEB3;Frankenthal (Pfalz);13.15429768282316;NO;78392;79056;µg/m3
DE40;Frankfurt (Oder);9.536949491450587;NO;87533;87840;µg/m3
DE71;Frankfurt am Main;15.164729367238095;NO;104931;105408;µg/m3
DE13;Freiburg im Breisgau;12.902631882050612;NO;25837;26352;µg/m3
DE14;Friedrichshafen;18.34204666201834;NO;51645;52704;µg/m3
DE73;Fulda;14.369789638478561;NO;35012;35136;µg/m3
DEA3;Gelsenkirchen;18.47984202322169;NO;16547;17568;µg/m3
DE72;Giessen;17.132456465612332;NO;35035;35136;µg/m3
DED2;Gorlitz;15.15704342799462;NO;34906;35136;µg/m3
DE91;Gottingen;9.643907539958693;NO;50557;52704;µg/m3
DEA5;Hagen;24.556277401400838;NO;25151;26352;µg/m3
DE60;Hamburg;14.686789565312127;NO;86669;87840;µg/m3
DE71;Hanau;15.164729367238095;NO;104931;105408;µg/m3
DE92;Hannover;17.41455726585296;NO;25263;26352;µg/m3
DE12;Heidelberg;14.929095170192666;NO;43069;43920;µg/m3
DE11;Heilbronn;25.90686850284371;NO;60246;61488;µg/m3
DE92;Hildesheim;17.41455726585296;NO;25263;26352;µg/m3
DE21;Ingolstadt;18.975691933521656;NO;52562;52704;µg/m3
DEG0;Jena;10.20282954927245;NO;61284;61488;µg/m3
DEB3;Kaiserslautern;13.15429768282316;NO;78392;79056;µg/m3
DE12;Karlsruhe;14.929095170192666;NO;43069;43920;µg/m3
DE73;Kassel;14.369789638478561;NO;35012;35136;µg/m3
DE27;Kempten (Allgau);9.944492742264138;NO;43792;43920;µg/m3
DEF0;Kiel;18.3294683756601;NO;61318;61488;µg/m3
DEB1;Koblenz;16.333868355835204;NO;17433;17568;µg/m3
DE13;Konstanz;12.902631882050612;NO;25837;26352;µg/m3
DEA2;Koln;11.111478758685768;NO;75687;79056;µg/m3
DE22;Landshut;14.028548450416645;NO;17516;17568;µg/m3
DED5;Leipzig;15.267904053255291;NO;26182;26352;µg/m3
DEA2;Leverkusen;11.111478758685768;NO;75687;79056;µg/m3
DE11;Ludwigsburg;25.90686850284371;NO;60246;61488;µg/m3
DEB3;Ludwigshafen am Rhein;13.15429768282316;NO;78392;79056;µg/m3
DEF0;Lubeck;18.3294683756601;NO;61318;61488;µg/m3
DE93;Luneburg;2.3679245059220424;NO;8416;8784;µg/m3
DEE0;Magdeburg;9.204882439572245;NO;26093;26352;µg/m3
DEB3;Mainz;13.15429768282316;NO;78392;79056;µg/m3
DE12;Mannheim;14.929095170192666;NO;43069;43920;µg/m3
DE72;Marburg;17.132456465612332;NO;35035;35136;µg/m3
DEA1;Monchengladbach;12.83250759134503;NO;135108;149328;µg/m3
DEA1;Mulheim a.d.Ruhr;12.83250759134503;NO;135108;149328;µg/m3
DE21;Munchen;18.975691933521656;NO;52562;52704;µg/m3
DE80;Neubrandenburg;12.428552060818477;NO;50976;52704;µg/m3
DE25;Nurnberg;15.62677505055711;NO;35028;35136;µg/m3
DEA1;Oberhausen;12.83250759134503;NO;135108;149328;µg/m3
