Country Or Territory;NUTS2;NUTS3;Year;Air Pollutant;Health Risk Scenario;Population;Populated Area [km2];Air Pollution Average [ug/m3];Air Pollution Population Weighted Average [ug/m3]
Romania;RO31;RO315;2020;PM10;WHO_2021_AQG_Scen_Base;264806;771;20.7;24.0
Romania;RO31;RO311;2020;PM2.5;WHO_2021_AQG_Scen_Base;588656;2580;12.4;14.4
Romania;RO31;RO312;2020;PM2.5;WHO_2021_AQG_Scen_Base;297212;922;15.1;15.6
Romania;RO31;RO313;2020;PM2.5;WHO_2021_AQG_Scen_Base;499146;1657;14.6;15.5
Romania;RO31;RO314;2020;PM2.5;WHO_2021_AQG_Scen_Base;271752;929;15.9;17.0
Romania;RO31;RO315;2020;PM2.5;WHO_2021_AQG_Scen_Base;264806;771;15.6;16.0
Romania;RO31;RO316;2020;PM2.5;WHO_2021_AQG_Scen_Base;732977;1945;13.7;15.8
Romania;RO31;RO317;2020;PM2.5;WHO_2021_AQG_Scen_Base;364724;1232;15.7;17.6
Austria;AT34;AT341;2020;O3;WHO_2021_AQG_Scen_Base;92466;469;6675.4;5573.9
Austria;AT34;AT342;2020;O3;WHO_2021_AQG_Scen_Base;291296;475;5521.1;4895.2
Austria;AT34;AT341;2020;PM10;WHO_2021_AQG_Scen_Base;92466;469;6.7;8.8
Austria;AT34;AT342;2020;PM10;WHO_2021_AQG_Scen_Base;291296;475;10.3;12.8
Slovenia;SI03;SI031;2018;O3;WHO_2021_AQG_Scen_Base;120345;1018;7682.3;6968.6
Slovenia;SI03;SI032;2018;O3;WHO_2021_AQG_Scen_Base;326570;1903;7685.9;6636.5
Slovenia;SI03;SI033;2018;O3;WHO_2021_AQG_Scen_Base;73260;843;8152.0;6543.5
Slovenia;SI03;SI034;2018;O3;WHO_2021_AQG_Scen_Base;257268;1980;7866.6;6692.0
Slovenia;SI03;SI035;2018;O3;WHO_2021_AQG_Scen_Base;60122;441;7916.8;6657.1
Slovenia;SI03;SI036;2018;O3;WHO_2021_AQG_Scen_Base;76898;844;7529.2;7062.6
Slovenia;SI03;SI037;2018;O3;WHO_2021_AQG_Scen_Base;143933;1345;7127.0;6731.2
Slovenia;SI03;SI038;2018;O3;WHO_2021_AQG_Scen_Base;53236;434;7482.1;6930.7
Slovenia;SI03;SI031;2018;PM10;WHO_2021_AQG_Scen_Base;120345;1018;21.4;23.4
Slovenia;SI03;SI032;2018;PM10;WHO_2021_AQG_Scen_Base;326570;1903;20.6;24.9
Slovenia;SI03;SI033;2018;PM10;WHO_2021_AQG_Scen_Base;73260;843;15.1;18.9
Slovenia;SI03;SI034;2018;PM10;WHO_2021_AQG_Scen_Base;257268;1980;18.2;22.2
Slovenia;SI03;SI035;2018;PM10;WHO_2021_AQG_Scen_Base;60122;441;17.3;20.9
Slovenia;SI03;SI036;2018;PM10;WHO_2021_AQG_Scen_Base;76898;844;19.7;22.3
Slovenia;SI03;SI037;2018;PM10;WHO_2021_AQG_Scen_Base;143933;1345;17.0;19.4
Slovenia;SI03;SI038;2018;PM10;WHO_2021_AQG_Scen_Base;53236;434;12.8;14.2
Slovenia;SI03;SI031;2019;NO2;WHO_2021_AQG_Scen_Base;121162;1018;8.0;11.0
Slovenia;SI03;SI035;2019;NO2;WHO_2021_AQG_Scen_Base;60530;441;7.2;14.3
Slovenia;SI03;SI036;2019;NO2;WHO_2021_AQG_Scen_Base;77419;844;7.5;11.0
Slovenia;SI03;SI037;2019;NO2;WHO_2021_AQG_Scen_Base;144910;1345;7.0;11.0
Slovenia;SI03;SI038;2019;NO2;WHO_2021_AQG_Scen_Base;53598;434;6.2;10.7
Slovenia;SI03;SI032;2019;NO2;WHO_2021_AQG_Scen_Base;328787;1903;8.5;13.9
Slovenia;SI03;SI033;2019;NO2;WHO_2021_AQG_Scen_Base;73757;843;7.0;12.0
Slovenia;SI03;SI034;2019;NO2;WHO_2021_AQG_Scen_Base;259014;1980;8.2;14.0
Slovenia;SI03;SI031;2020;O3;WHO_2021_AQG_Scen_Base;122032;1018;5470.4;4983.5
Slovenia;SI03;SI032;2020;O3;WHO_2021_AQG_Scen_Base;331149;1903;5630.1;4826.5
Slovenia;SI03;SI033;2020;O3;WHO_2021_AQG_Scen_Base;74287;843;6194.2;4838.7
Slovenia;SI03;SI034;2020;O3;WHO_2021_AQG_Scen_Base;260875;1980;6033.8;4988.9
Slovenia;SI03;SI035;2020;O3;WHO_2021_AQG_Scen_Base;60965;441;6419.2;5053.9
Slovenia;SI03;SI036;2020;O3;WHO_2021_AQG_Scen_Base;77976;844;5877.3;5300.4
Slovenia;SI03;SI037;2020;O3;WHO_2021_AQG_Scen_Base;145951;1345;6001.7;5186.4
Slovenia;SI03;SI038;2020;O3;WHO_2021_AQG_Scen_Base;53983;434;6728.7;5653.3
Slovenia;SI03;SI031;2020;PM2.5;WHO_2021_AQG_Scen_Base;122032;1018;11.8;12.6
Slovenia;SI03;SI032;2020;PM2.5;WHO_2021_AQG_Scen_Base;331149;1903;11.5;12.9
Slovenia;SI03;SI033;2020;PM2.5;WHO_2021_AQG_Scen_Base;74287;843;8.4;10.5
Slovenia;SI03;SI034;2020;PM2.5;WHO_2021_AQG_Scen_Base;260875;1980;10.3;12.3
Slovenia;SI03;SI035;2020;PM2.5;WHO_2021_AQG_Scen_Base;60965;441;10.1;12.1
Slovenia;SI03;SI036;2020;PM2.5;WHO_2021_AQG_Scen_Base;77976;844;10.6;11.9
Slovenia;SI03;SI037;2020;PM2.5;WHO_2021_AQG_Scen_Base;145951;1345;9.1;10.5
Slovenia;SI03;SI038;2020;PM2.5;WHO_2021_AQG_Scen_Base;53983;434;7.0;8.0
Sweden;SE23;SE231;2018;NO2;WHO_2021_AQG_Scen_Base;321317;3769;3.6;7.8
Sweden;SE23;SE232;2018;NO2;WHO_2021_AQG_Scen_Base;1691802;17058;3.4;9.9
Sweden;SE23;SE231;2018;PM10;WHO_2021_AQG_Scen_Base;321317;3769;12.0;14.2
Sweden;SE23;SE232;2018;PM10;WHO_2021_AQG_Scen_Base;1691802;17058;9.6;13.0
Sweden;SE23;SE231;2018;PM2.5;WHO_2021_AQG_Scen_Base;321317;3769;6.1;7.6
Sweden;SE23;SE232;2018;PM2.5;WHO_2021_AQG_Scen_Base;1691802;17058;4.7;6.8
Sweden;SE23;SE231;2019;NO2;WHO_2021_AQG_Scen_Base;324808;3769;3.6;7.1
Sweden;SE23;SE232;2019;NO2;WHO_2021_AQG_Scen_Base;1710180;17058;3.4;9.1
Sweden;SE23;SE231;2019;PM10;WHO_2021_AQG_Scen_Base;324808;3769;11.1;13.0
Sweden;SE23;SE232;2019;PM10;WHO_2021_AQG_Scen_Base;1710180;17058;9.1;11.9
Sweden;SE23;SE231;2019;PM2.5;WHO_2021_AQG_Scen_Base;324808;3769;6.0;6.6
Sweden;SE23;SE232;2019;PM2.5;WHO_2021_AQG_Scen_Base;1710180;17058;4.5;5.7
Sweden;SE23;SE231;2020;PM2.5;WHO_2021_AQG_Scen_Base;327901;3769;5.3;6.2
Sweden;SE23;SE232;2020;PM2.5;WHO_2021_AQG_Scen_Base;1726465;17058;4.0;5.1
Slovakia;SK04;SK041;2019;PM10;WHO_2021_AQG_Scen_Base;821409;2497;19.1;22.1
Slovakia;SK04;SK042;2019;PM10;WHO_2021_AQG_Scen_Base;798621;1957;20.4;23.6
Poland;PL62;PL621;2018;PM2.5;WHO_2021_AQG_Scen_Base;529931;4428;17.0;19.1
Poland;PL62;PL622;2018;PM2.5;WHO_2021_AQG_Scen_Base;615239;5821;16.5;19.8
Poland;PL62;PL623;2018;PM2.5;WHO_2021_AQG_Scen_Base;288031;3190;14.0;18.6
Poland;PL62;PL621;2019;NO2;WHO_2021_AQG_Scen_Base;529877;4428;6.3;10.0
Poland;PL62;PL622;2019;NO2;WHO_2021_AQG_Scen_Base;615178;5821;5.7;9.8
Poland;PL62;PL623;2019;NO2;WHO_2021_AQG_Scen_Base;288003;3190;5.4;9.0
Poland;PL62;PL621;2019;PM10;WHO_2021_AQG_Scen_Base;529877;4428;18.7;20.3
Poland;PL62;PL622;2019;PM10;WHO_2021_AQG_Scen_Base;615178;5821;17.5;19.6
Poland;PL62;PL623;2019;PM10;WHO_2021_AQG_Scen_Base;288003;3190;16.8;18.6
Poland;PL62;PL621;2020;NO2;WHO_2021_AQG_Scen_Base;529673;4428;6.1;9.3
Poland;PL62;PL622;2020;NO2;WHO_2021_AQG_Scen_Base;614939;5821;5.5;9.2
Poland;PL62;PL623;2020;NO2;WHO_2021_AQG_Scen_Base;287891;3190;5.1;8.2
Poland;PL62;PL621;2020;PM10;WHO_2021_AQG_Scen_Base;529673;4428;17.3;19.0
Poland;PL62;PL622;2020;PM10;WHO_2021_AQG_Scen_Base;614939;5821;16.2;18.3
Poland;PL62;PL623;2020;PM10;WHO_2021_AQG_Scen_Base;287891;3190;15.3;18.6
Poland;PL62;PL621;2020;PM2.5;WHO_2021_AQG_Scen_Base;529673;4428;11.3;13.0
Poland;PL62;PL622;2020;PM2.5;WHO_2021_AQG_Scen_Base;614939;5821;10.6;13.2
Poland;PL62;PL623;2020;PM2.5;WHO_2021_AQG_Scen_Base;287891;3190;10.0;12.8
Poland;PL91;PL911;2018;NO2;WHO_2021_AQG_Scen_Base;1684568;487;20.1;25.5
Poland;PL91;PL912;2018;NO2;WHO_2021_AQG_Scen_Base;585043;2519;9.5;15.1
Poland;PL91;PL913;2018;NO2;WHO_2021_AQG_Scen_Base;585843;2103;11.8;17.4
Poland;PL91;PL911;2018;PM10;WHO_2021_AQG_Scen_Base;1684568;487;31.1;33.5
Poland;PL91;PL912;2018;PM10;WHO_2021_AQG_Scen_Base;585043;2519;24.4;29.0
Poland;PL91;PL913;2018;PM10;WHO_2021_AQG_Scen_Base;585843;2103;26.7;30.9
Poland;PL91;PL911;2018;PM2.5;WHO_2021_AQG_Scen_Base;1684568;487;21.8;23.1
Poland;PL91;PL912;2018;PM2.5;WHO_2021_AQG_Scen_Base;585043;2519;17.4;20.6
Poland;PL91;PL913;2018;PM2.5;WHO_2021_AQG_Scen_Base;585843;2103;19.1;21.8
Poland;PL91;PL911;2019;NO2;WHO_2021_AQG_Scen_Base;1684395;487;19.6;24.3
Poland;PL91;PL912;2019;NO2;WHO_2021_AQG_Scen_Base;584983;2519;9.8;14.9
Poland;PL91;PL913;2019;NO2;WHO_2021_AQG_Scen_Base;585782;2103;11.3;16.3
Poland;PL91;PL911;2019;O3;WHO_2021_AQG_Scen_Base;1684395;487;4072.2;3991.2
Poland;PL91;PL912;2019;O3;WHO_2021_AQG_Scen_Base;584983;2519;4320.1;4334.6
Poland;PL91;PL913;2019;O3;WHO_2021_AQG_Scen_Base;585782;2103;4506.6;4281.8
Poland;PL91;PL911;2019;PM10;WHO_2021_AQG_Scen_Base;1684395;487;26.3;28.5
Poland;PL91;PL912;2019;PM10;WHO_2021_AQG_Scen_Base;584983;2519;21.1;22.9
Poland;PL91;PL913;2019;PM10;WHO_2021_AQG_Scen_Base;585782;2103;22.1;23.2
Poland;PL91;PL911;2020;NO2;WHO_2021_AQG_Scen_Base;1683743;487;17.8;21.9
Poland;PL91;PL912;2020;NO2;WHO_2021_AQG_Scen_Base;584757;2519;9.2;14.4
Poland;PL91;PL913;2020;NO2;WHO_2021_AQG_Scen_Base;585556;2103;10.2;15.3
Poland;PL91;PL911;2020;O3;WHO_2021_AQG_Scen_Base;1683743;487;2655.1;2537.7
Poland;PL91;PL912;2020;O3;WHO_2021_AQG_Scen_Base;584757;2519;2836.6;2688.9
Poland;PL91;PL913;2020;O3;WHO_2021_AQG_Scen_Base;585556;2103;3013.3;2763.7
Poland;PL91;PL912;2020;PM10;WHO_2021_AQG_Scen_Base;584757;2519;19.7;22.5
Poland;PL91;PL913;2020;PM10;WHO_2021_AQG_Scen_Base;585556;2103;20.8;22.5
Poland;PL91;PL911;2020;PM10;WHO_2021_AQG_Scen_Base;1683743;487;24.9;26.5
Poland;PL91;PL911;2020;PM2.5;WHO_2021_AQG_Scen_Base;1683743;487;17.8;18.9
Poland;PL91;PL912;2020;PM2.5;WHO_2021_AQG_Scen_Base;584757;2519;14.3;16.2
Poland;PL91;PL913;2020;PM2.5;WHO_2021_AQG_Scen_Base;585556;2103;15.1;16.2
Germany;DE94;DE941;2018;PM2.5;WHO_2021_AQG_Scen_Base;77195;60;12.6;12.6
Germany;DE94;DE945;2018;PM2.5;WHO_2021_AQG_Scen_Base;80365;86;11.7;12.0
Germany;DE94;DE946;2018;PM2.5;WHO_2021_AQG_Scen_Base;123405;677;12.1;12.2
Germany;DE94;DE947;2018;PM2.5;WHO_2021_AQG_Scen_Base;191485;1049;11.4;11.6
Germany;DE94;DE948;2018;PM2.5;WHO_2021_AQG_Scen_Base;165459;1168;12.5;12.6
Germany;DE94;DE942;2018;PM2.5;WHO_2021_AQG_Scen_Base;51374;84;11.8;11.9
Germany;DE94;DE943;2018;PM2.5;WHO_2021_AQG_Scen_Base;159694;94;12.6;12.6
Germany;DE94;DE944;2018;PM2.5;WHO_2021_AQG_Scen_Base;162860;120;12.8;13.1
Germany;DE94;DE94D;2018;PM2.5;WHO_2021_AQG_Scen_Base;131688;904;12.2;12.4
Germany;DE94;DE94E;2018;PM2.5;WHO_2021_AQG_Scen_Base;359490;1919;12.3;12.6
Germany;DE94;DE94F;2018;PM2.5;WHO_2021_AQG_Scen_Base;136241;693;12.6;12.8
Germany;DE94;DE949;2018;PM2.5;WHO_2021_AQG_Scen_Base;320910;2029;12.0;12.2
Germany;DE94;DE94A;2018;PM2.5;WHO_2021_AQG_Scen_Base;100311;526;11.5;11.8
Germany;DE94;DE94B;2018;PM2.5;WHO_2021_AQG_Scen_Base;137797;810;12.2;12.5
Germany;DE94;DE94C;2018;PM2.5;WHO_2021_AQG_Scen_Base;168840;843;12.0;12.1
Germany;DE94;DE94G;2018;PM2.5;WHO_2021_AQG_Scen_Base;92413;669;12.1;12.3
Germany;DE94;DE94H;2018;PM2.5;WHO_2021_AQG_Scen_Base;58222;543;11.3;11.3
Germany;DE94;DE94G;2020;NO2;WHO_2021_AQG_Scen_Base;92830;669;10.2;13.1
Germany;DE94;DE94H;2020;NO2;WHO_2021_AQG_Scen_Base;58485;543;7.9;9.0
Germany;DE94;DE945;2020;NO2;WHO_2021_AQG_Scen_Base;80729;86;10.9;14.2
Germany;DE94;DE946;2020;NO2;WHO_2021_AQG_Scen_Base;123964;677;9.9;12.4
Germany;DE94;DE947;2020;NO2;WHO_2021_AQG_Scen_Base;192351;1049;8.3;9.7
Germany;DE94;DE942;2020;NO2;WHO_2021_AQG_Scen_Base;51606;84;9.9;12.2
Germany;DE94;DE943;2020;NO2;WHO_2021_AQG_Scen_Base;160416;94;13.8;15.6
Germany;DE94;DE944;2020;NO2;WHO_2021_AQG_Scen_Base;163596;120;13.0;15.1
Germany;DE94;DE941;2020;NO2;WHO_2021_AQG_Scen_Base;77544;60;13.7;15.9
Germany;DE94;DE94C;2020;NO2;WHO_2021_AQG_Scen_Base;169603;843;9.6;11.4
Germany;DE94;DE94D;2020;NO2;WHO_2021_AQG_Scen_Base;132284;904;10.0;12.7
Germany;DE94;DE94E;2020;NO2;WHO_2021_AQG_Scen_Base;361115;1919;10.1;12.3
Germany;DE94;DE94F;2020;NO2;WHO_2021_AQG_Scen_Base;136857;693;10.1;12.5
Germany;DE94;DE948;2020;NO2;WHO_2021_AQG_Scen_Base;166207;1168;9.8;12.4
Germany;DE94;DE949;2020;NO2;WHO_2021_AQG_Scen_Base;322362;2029;10.1;12.4
Germany;DE94;DE94A;2020;NO2;WHO_2021_AQG_Scen_Base;100764;526;8.9;11.2
Germany;DE94;DE94B;2020;NO2;WHO_2021_AQG_Scen_Base;138420;810;10.4;13.0
Poland;PL41;PL418;2018;PM2.5;WHO_2021_AQG_Scen_Base;582114;3172;19.2;20.7
Poland;PL41;PL415;2018;PM2.5;WHO_2021_AQG_Scen_Base;553843;237;20.6;21.4
Poland;PL41;PL416;2018;PM2.5;WHO_2021_AQG_Scen_Base;663172;4395;19.6;21.7
Poland;PL41;PL417;2018;PM2.5;WHO_2021_AQG_Scen_Base;543470;3411;18.2;20.5
Poland;PL41;PL411;2018;PM2.5;WHO_2021_AQG_Scen_Base;410161;3412;16.9;19.2
Poland;PL41;PL414;2018;PM2.5;WHO_2021_AQG_Scen_Base;651372;5196;21.0;22.1
Poland;PL41;PL415;2019;PM10;WHO_2021_AQG_Scen_Base;553786;237;26.5;28.1
Poland;PL41;PL416;2019;PM10;WHO_2021_AQG_Scen_Base;663104;4395;21.9;25.2
Poland;PL41;PL417;2019;PM10;WHO_2021_AQG_Scen_Base;543414;3411;20.4;23.5
Poland;PL41;PL411;2019;PM10;WHO_2021_AQG_Scen_Base;410118;3412;19.1;22.2
Poland;PL41;PL414;2019;PM10;WHO_2021_AQG_Scen_Base;651305;5196;21.9;24.1
Poland;PL41;PL418;2019;PM10;WHO_2021_AQG_Scen_Base;582053;3172;21.4;24.0
Poland;PL41;PL418;2019;PM2.5;WHO_2021_AQG_Scen_Base;582053;3172;14.6;16.5
Poland;PL41;PL411;2019;PM2.5;WHO_2021_AQG_Scen_Base;410118;3412;12.8;14.9
Poland;PL41;PL414;2019;PM2.5;WHO_2021_AQG_Scen_Base;651305;5196;15.0;16.7
Poland;PL41;PL415;2019;PM2.5;WHO_2021_AQG_Scen_Base;553786;237;18.4;19.0
Poland;PL41;PL416;2019;PM2.5;WHO_2021_AQG_Scen_Base;663104;4395;15.2;17.8
Poland;PL41;PL417;2019;PM2.5;WHO_2021_AQG_Scen_Base;543414;3411;14.1;16.3
Poland;PL41;PL415;2020;NO2;WHO_2021_AQG_Scen_Base;553572;237;14.4;18.4
Poland;PL41;PL416;2020;NO2;WHO_2021_AQG_Scen_Base;662848;4395;8.6;12.2
Poland;PL41;PL411;2020;NO2;WHO_2021_AQG_Scen_Base;409960;3412;6.7;9.9
Poland;PL41;PL414;2020;NO2;WHO_2021_AQG_Scen_Base;651054;5196;8.2;10.9
Poland;PL41;PL417;2020;NO2;WHO_2021_AQG_Scen_Base;543204;3411;8.3;11.5
Poland;PL41;PL418;2020;NO2;WHO_2021_AQG_Scen_Base;581828;3172;8.8;12.5
Austria;AT13;AT130;2018;NO2;WHO_2021_AQG_Scen_Base;1799028;351;19.4;26.1
Slovenia;SI04;SI041;2019;NO2;WHO_2021_AQG_Scen_Base;530594;1700;9.4;17.9
Slovenia;SI04;SI042;2019;NO2;WHO_2021_AQG_Scen_Base;208534;998;8.1;14.2
Slovenia;SI04;SI043;2019;NO2;WHO_2021_AQG_Scen_Base;119408;1201;6.8;13.4
Slovenia;SI04;SI044;2019;NO2;WHO_2021_AQG_Scen_Base;103181;539;7.5;12.8
Slovenia;SI04;SI041;2019;PM10;WHO_2021_AQG_Scen_Base;530594;1700;16.3;22.7
Slovenia;SI04;SI042;2019;PM10;WHO_2021_AQG_Scen_Base;208534;998;13.4;15.9
Slovenia;SI04;SI043;2019;PM10;WHO_2021_AQG_Scen_Base;119408;1201;13.0;15.5
Slovenia;SI04;SI044;2019;PM10;WHO_2021_AQG_Scen_Base;103181;539;13.9;16.8
Slovenia;SI04;SI041;2020;PM2.5;WHO_2021_AQG_Scen_Base;534408;1700;11.3;15.0
Slovenia;SI04;SI042;2020;PM2.5;WHO_2021_AQG_Scen_Base;210033;998;9.4;11.4
Slovenia;SI04;SI043;2020;PM2.5;WHO_2021_AQG_Scen_Base;120266;1201;8.7;10.4
Slovenia;SI04;SI044;2020;PM2.5;WHO_2021_AQG_Scen_Base;103923;539;8.5;10.5
Netherlands;NL33;NL333;2019;NO2;WHO_2021_AQG_Scen_Base;231008;151;19.9;23.2
Netherlands;NL33;NL337;2019;NO2;WHO_2021_AQG_Scen_Base;415824;260;16.6;20.2
Netherlands;NL33;NL33A;2019;NO2;WHO_2021_AQG_Scen_Base;413117;437;17.4;22.1
Netherlands;NL33;NL332;2019;NO2;WHO_2021_AQG_Scen_Base;833398;238;20.1;23.1
Netherlands;NL33;NL33B;2019;NO2;WHO_2021_AQG_Scen_Base;335901;441;16.3;20.3
Netherlands;NL33;NL33C;2019;NO2;WHO_2021_AQG_Scen_Base;1437296;1083;18.8;24.8
Netherlands;NL33;NL332;2019;O3;WHO_2021_AQG_Scen_Base;833398;238;3049.3;3075.2
Netherlands;NL33;NL333;2019;O3;WHO_2021_AQG_Scen_Base;231008;151;2951.8;2764.3
Netherlands;NL33;NL337;2019;O3;WHO_2021_AQG_Scen_Base;415824;260;3180.4;3151.7
Netherlands;NL33;NL33A;2019;O3;WHO_2021_AQG_Scen_Base;413117;437;2813.3;2698.9
Netherlands;NL33;NL33B;2019;O3;WHO_2021_AQG_Scen_Base;335901;441;2939.2;2882.3
Netherlands;NL33;NL33C;2019;O3;WHO_2021_AQG_Scen_Base;1437296;1083;3073.6;2727.1
Netherlands;NL33;NL333;2019;PM10;WHO_2021_AQG_Scen_Base;231008;151;18.3;19.2
Netherlands;NL33;NL337;2019;PM10;WHO_2021_AQG_Scen_Base;415824;260;17.8;18.6
Netherlands;NL33;NL33A;2019;PM10;WHO_2021_AQG_Scen_Base;413117;437;18.1;18.8
Netherlands;NL33;NL33B;2019;PM10;WHO_2021_AQG_Scen_Base;335901;441;17.9;18.7
Netherlands;NL33;NL33C;2019;PM10;WHO_2021_AQG_Scen_Base;1437296;1083;18.1;19.3
Netherlands;NL33;NL332;2019;PM10;WHO_2021_AQG_Scen_Base;833398;238;18.3;19.0
Netherlands;NL33;NL332;2020;NO2;WHO_2021_AQG_Scen_Base;839446;238;17.1;19.3
Netherlands;NL33;NL333;2020;NO2;WHO_2021_AQG_Scen_Base;232685;151;17.4;19.9
Netherlands;NL33;NL337;2020;NO2;WHO_2021_AQG_Scen_Base;418841;260;13.8;16.6
Netherlands;NL33;NL33A;2020;NO2;WHO_2021_AQG_Scen_Base;416115;437;14.2;18.3
Netherlands;NL33;NL33B;2020;NO2;WHO_2021_AQG_Scen_Base;338338;441;14.2;17.4
Netherlands;NL33;NL33C;2020;NO2;WHO_2021_AQG_Scen_Base;1447726;1083;16.2;21.3
Netherlands;NL33;NL332;2020;O3;WHO_2021_AQG_Scen_Base;839446;238;3002.1;2903.8
Netherlands;NL33;NL333;2020;O3;WHO_2021_AQG_Scen_Base;232685;151;2840.3;2706.2
Netherlands;NL33;NL337;2020;O3;WHO_2021_AQG_Scen_Base;418841;260;3116.3;2910.7
Netherlands;NL33;NL33A;2020;O3;WHO_2021_AQG_Scen_Base;416115;437;3389.0;3372.8
Netherlands;NL33;NL33B;2020;O3;WHO_2021_AQG_Scen_Base;338338;441;3187.7;3149.5
Netherlands;NL33;NL33C;2020;O3;WHO_2021_AQG_Scen_Base;1447726;1083;3097.6;2876.4
Slovakia;SK02;SK021;2018;PM10;WHO_2021_AQG_Scen_Base;562197;1492;23.2;24.2
Slovakia;SK02;SK022;2018;PM10;WHO_2021_AQG_Scen_Base;599132;1886;21.5;23.3
Slovakia;SK02;SK023;2018;PM10;WHO_2021_AQG_Scen_Base;696201;2124;23.7;24.4
Finland;FI20;FI200;2018;NO2;WHO_2021_AQG_Scen_Base;24963;766;0.1;0.4
Sweden;SE12;SE124;2020;NO2;WHO_2021_AQG_Scen_Base;312002;4171;2.0;5.5
Sweden;SE12;SE125;2020;NO2;WHO_2021_AQG_Scen_Base;282162;2702;2.7;7.2
Sweden;SE12;SE121;2020;NO2;WHO_2021_AQG_Scen_Base;374724;4453;1.9;5.3
Sweden;SE12;SE122;2020;NO2;WHO_2021_AQG_Scen_Base;299703;4120;2.5;6.1
Sweden;SE12;SE123;2020;NO2;WHO_2021_AQG_Scen_Base;475346;6226;2.4;7.2
Sweden;SE12;SE121;2020;O3;WHO_2021_AQG_Scen_Base;374724;4453;2030.3;2000.4
Sweden;SE12;SE122;2020;O3;WHO_2021_AQG_Scen_Base;299703;4120;2307.9;2228.8
Sweden;SE12;SE123;2020;O3;WHO_2021_AQG_Scen_Base;475346;6226;2446.8;2371.4
Sweden;SE12;SE124;2020;O3;WHO_2021_AQG_Scen_Base;312002;4171;2239.5;2160.6
Sweden;SE12;SE125;2020;O3;WHO_2021_AQG_Scen_Base;282162;2702;2118.7;2104.2
Sweden;SE33;SE331;2019;PM10;WHO_2021_AQG_Scen_Base;279919;5967;4.6;6.5
Sweden;SE33;SE332;2019;PM10;WHO_2021_AQG_Scen_Base;264179;4600;5.0;7.0
Sweden;SE33;SE331;2020;NO2;WHO_2021_AQG_Scen_Base;282585;5967;0.7;3.4
Sweden;SE33;SE332;2020;NO2;WHO_2021_AQG_Scen_Base;266694;4600;1.2;3.7
Poland;PL71;PL711;2018;O3;WHO_2021_AQG_Scen_Base;720266;281;5568.4;5189.3
Poland;PL71;PL712;2018;O3;WHO_2021_AQG_Scen_Base;379716;1907;6075.7;5456.3
Poland;PL71;PL713;2018;O3;WHO_2021_AQG_Scen_Base;590505;4288;6039.4;5363.0
Poland;PL71;PL714;2018;O3;WHO_2021_AQG_Scen_Base;448157;4468;6675.9;6214.9
Poland;PL71;PL715;2018;O3;WHO_2021_AQG_Scen_Base;368398;3473;5722.0;5208.4
Poland;PL22;PL224;2018;NO2;WHO_2021_AQG_Scen_Base;523104;2151;11.5;16.8
Poland;PL22;PL225;2018;NO2;WHO_2021_AQG_Scen_Base;648170;1867;12.4;18.0
Poland;PL22;PL227;2018;NO2;WHO_2021_AQG_Scen_Base;631266;1025;15.8;20.4
Poland;PL22;PL228;2018;NO2;WHO_2021_AQG_Scen_Base;449348;873;13.2;20.8
Poland;PL22;PL229;2018;NO2;WHO_2021_AQG_Scen_Base;468763;565;15.6;22.5
Poland;PL22;PL22A;2018;NO2;WHO_2021_AQG_Scen_Base;755040;307;21.8;25.2
Poland;PL22;PL22B;2018;NO2;WHO_2021_AQG_Scen_Base;706580;1283;14.3;22.0
Poland;PL22;PL22C;2018;NO2;WHO_2021_AQG_Scen_Base;385970;731;16.4;21.5
Poland;PL22;PL224;2018;PM10;WHO_2021_AQG_Scen_Base;523104;2151;27.2;33.9
Poland;PL22;PL225;2018;PM10;WHO_2021_AQG_Scen_Base;648170;1867;27.4;34.3
Poland;PL22;PL227;2018;PM10;WHO_2021_AQG_Scen_Base;631266;1025;34.7;40.3
Poland;PL22;PL228;2018;PM10;WHO_2021_AQG_Scen_Base;449348;873;28.5;37.4
Poland;PL22;PL22C;2018;PM10;WHO_2021_AQG_Scen_Base;385970;731;34.4;40.7
Poland;PL22;PL229;2018;PM10;WHO_2021_AQG_Scen_Base;468763;565;32.9;40.8
Poland;PL22;PL22A;2018;PM10;WHO_2021_AQG_Scen_Base;755040;307;37.8;40.8
Poland;PL22;PL22B;2018;PM10;WHO_2021_AQG_Scen_Base;706580;1283;31.4;39.6
Poland;PL22;PL224;2019;O3;WHO_2021_AQG_Scen_Base;523051;2151;5540.9;5087.0
Poland;PL22;PL225;2019;O3;WHO_2021_AQG_Scen_Base;648104;1867;5108.9;4671.9
Poland;PL22;PL227;2019;O3;WHO_2021_AQG_Scen_Base;631201;1025;5111.3;4890.7
Poland;PL22;PL228;2019;O3;WHO_2021_AQG_Scen_Base;449303;873;5510.5;5047.2
Poland;PL22;PL229;2019;O3;WHO_2021_AQG_Scen_Base;468715;565;5191.5;4862.8
Poland;PL22;PL22A;2019;O3;WHO_2021_AQG_Scen_Base;754964;307;4916.6;4808.8
Poland;PL22;PL22B;2019;O3;WHO_2021_AQG_Scen_Base;706508;1283;5171.5;4738.0
Poland;PL22;PL22C;2019;O3;WHO_2021_AQG_Scen_Base;385931;731;4996.8;4796.4
Poland;PL22;PL224;2020;PM2.5;WHO_2021_AQG_Scen_Base;522848;2151;15.8;17.9
Poland;PL22;PL22C;2020;PM2.5;WHO_2021_AQG_Scen_Base;385782;731;20.1;21.7
