Country Or Territory;NUTS2;NUTS3;Year;Air Pollutant;Health Risk Scenario;Population;Populated Area [km2];Air Pollution Average [ug/m3];Air Pollution Population Weighted Average [ug/m3]
Bulgaria;BG31;BG311;2020;PM10;WHO_2021_AQG_Scen_Base;95198;591;20.0;32.1
Bulgaria;BG31;BG312;2020;PM10;WHO_2021_AQG_Scen_Base;139789;618;19.4;27.0
Bulgaria;BG31;BG313;2020;PM10;WHO_2021_AQG_Scen_Base;176895;647;20.0;25.7
Bulgaria;BG31;BG314;2020;PM2.5;WHO_2021_AQG_Scen_Base;255549;757;14.1;18.7
Bulgaria;BG31;BG315;2020;PM2.5;WHO_2021_AQG_Scen_Base;134182;760;10.2;14.8
Bulgaria;BG31;BG311;2020;PM2.5;WHO_2021_AQG_Scen_Base;95198;591;14.1;22.0
Bulgaria;BG31;BG312;2020;PM2.5;WHO_2021_AQG_Scen_Base;139789;618;13.5;18.8
Bulgaria;BG31;BG313;2020;PM2.5;WHO_2021_AQG_Scen_Base;176895;647;13.6;17.8
Bulgaria;BG33;BG333;2018;NO2;WHO_2021_AQG_Scen_Base;173406;691;9.5;15.7
Bulgaria;BG33;BG334;2018;NO2;WHO_2021_AQG_Scen_Base;116169;753;8.4;14.8
Bulgaria;BG33;BG331;2018;NO2;WHO_2021_AQG_Scen_Base;453060;888;10.3;20.6
Bulgaria;BG33;BG332;2018;NO2;WHO_2021_AQG_Scen_Base;181756;866;8.3;15.7
Bulgaria;BG33;BG333;2018;O3;WHO_2021_AQG_Scen_Base;173406;691;4794.8;4279.1
Bulgaria;BG33;BG334;2018;O3;WHO_2021_AQG_Scen_Base;116169;753;5472.4;4453.6
Bulgaria;BG33;BG331;2018;O3;WHO_2021_AQG_Scen_Base;453060;888;4956.2;4385.3
Bulgaria;BG33;BG332;2018;O3;WHO_2021_AQG_Scen_Base;181756;866;4412.0;4336.6
Bulgaria;BG33;BG333;2018;PM10;WHO_2021_AQG_Scen_Base;173406;691;19.7;27.1
Bulgaria;BG33;BG334;2018;PM10;WHO_2021_AQG_Scen_Base;116169;753;18.0;25.5
Bulgaria;BG33;BG331;2018;PM10;WHO_2021_AQG_Scen_Base;453060;888;19.3;25.6
Bulgaria;BG33;BG332;2018;PM10;WHO_2021_AQG_Scen_Base;181756;866;18.1;23.0
Bulgaria;BG33;BG333;2018;PM2.5;WHO_2021_AQG_Scen_Base;173406;691;13.6;18.3
Bulgaria;BG33;BG334;2018;PM2.5;WHO_2021_AQG_Scen_Base;116169;753;12.4;17.9
Bulgaria;BG33;BG331;2018;PM2.5;WHO_2021_AQG_Scen_Base;453060;888;13.4;18.3
Bulgaria;BG33;BG332;2018;PM2.5;WHO_2021_AQG_Scen_Base;181756;866;12.3;16.1
Bulgaria;BG33;BG333;2019;NO2;WHO_2021_AQG_Scen_Base;172176;691;8.1;15.0
Bulgaria;BG33;BG334;2019;NO2;WHO_2021_AQG_Scen_Base;115345;753;7.1;13.9
Bulgaria;BG33;BG331;2019;NO2;WHO_2021_AQG_Scen_Base;449848;888;9.3;21.0
Bulgaria;BG33;BG332;2019;NO2;WHO_2021_AQG_Scen_Base;180467;866;7.1;15.2
Bulgaria;BG33;BG333;2019;O3;WHO_2021_AQG_Scen_Base;172176;691;5485.8;4094.9
Bulgaria;BG33;BG334;2019;O3;WHO_2021_AQG_Scen_Base;115345;753;5581.2;4104.8
Bulgaria;BG33;BG331;2019;O3;WHO_2021_AQG_Scen_Base;449848;888;5437.5;4024.5
Bulgaria;BG33;BG332;2019;O3;WHO_2021_AQG_Scen_Base;180467;866;5856.8;4427.0
Bulgaria;BG33;BG333;2019;PM10;WHO_2021_AQG_Scen_Base;172176;691;18.0;23.7
Bulgaria;BG33;BG334;2019;PM10;WHO_2021_AQG_Scen_Base;115345;753;16.8;21.8
Bulgaria;BG33;BG331;2019;PM10;WHO_2021_AQG_Scen_Base;449848;888;18.9;24.8
Bulgaria;BG33;BG332;2019;PM10;WHO_2021_AQG_Scen_Base;180467;866;17.3;22.2
Bulgaria;BG33;BG333;2019;PM2.5;WHO_2021_AQG_Scen_Base;172176;691;11.7;15.9
Bulgaria;BG33;BG334;2019;PM2.5;WHO_2021_AQG_Scen_Base;115345;753;10.8;14.3
Bulgaria;BG33;BG331;2019;PM2.5;WHO_2021_AQG_Scen_Base;449848;888;12.4;16.7
Bulgaria;BG33;BG332;2019;PM2.5;WHO_2021_AQG_Scen_Base;180467;866;11.2;15.0
Bulgaria;BG33;BG331;2020;NO2;WHO_2021_AQG_Scen_Base;446727;888;8.7;16.3
Bulgaria;BG33;BG332;2020;NO2;WHO_2021_AQG_Scen_Base;179216;866;7.5;13.3
Bulgaria;BG33;BG333;2020;NO2;WHO_2021_AQG_Scen_Base;170981;691;8.3;13.3
Bulgaria;BG33;BG334;2020;NO2;WHO_2021_AQG_Scen_Base;114545;753;7.4;12.3
Bulgaria;BG33;BG331;2020;O3;WHO_2021_AQG_Scen_Base;446727;888;4182.1;2671.2
Bulgaria;BG33;BG332;2020;O3;WHO_2021_AQG_Scen_Base;179216;866;4252.6;2798.0
Bulgaria;BG33;BG333;2020;O3;WHO_2021_AQG_Scen_Base;170981;691;4235.1;3023.9
Bulgaria;BG33;BG334;2020;O3;WHO_2021_AQG_Scen_Base;114545;753;4750.3;3289.6
Bulgaria;BG41;BG411;2018;PM10;WHO_2021_AQG_Scen_Base;1242850;567;33.2;39.4
Bulgaria;BG41;BG412;2018;PM10;WHO_2021_AQG_Scen_Base;236649;1852;32.9;42.6
Bulgaria;BG41;BG413;2018;PM10;WHO_2021_AQG_Scen_Base;310706;1256;16.7;26.8
Bulgaria;BG41;BG414;2018;PM10;WHO_2021_AQG_Scen_Base;127807;918;18.9;32.0
Bulgaria;BG41;BG415;2018;PM10;WHO_2021_AQG_Scen_Base;131370;903;17.6;28.6
Bulgaria;BG41;BG411;2018;PM2.5;WHO_2021_AQG_Scen_Base;1242850;567;24.7;27.7
Bulgaria;BG41;BG412;2018;PM2.5;WHO_2021_AQG_Scen_Base;236649;1852;26.3;29.9
Bulgaria;BG41;BG413;2018;PM2.5;WHO_2021_AQG_Scen_Base;310706;1256;11.5;19.5
Bulgaria;BG41;BG414;2018;PM2.5;WHO_2021_AQG_Scen_Base;127807;918;13.1;21.7
Bulgaria;BG41;BG415;2018;PM2.5;WHO_2021_AQG_Scen_Base;131370;903;11.9;20.0
Bulgaria;BG41;BG411;2019;O3;WHO_2021_AQG_Scen_Base;1234038;567;4610.4;2389.9
Bulgaria;BG41;BG412;2019;O3;WHO_2021_AQG_Scen_Base;234970;1852;6249.1;3677.4
Bulgaria;BG41;BG413;2019;O3;WHO_2021_AQG_Scen_Base;308502;1256;6509.5;3948.0
Bulgaria;BG41;BG414;2019;O3;WHO_2021_AQG_Scen_Base;126901;918;6854.1;3842.5
Bulgaria;BG41;BG415;2019;O3;WHO_2021_AQG_Scen_Base;130438;903;6733.1;3852.0
Bulgaria;BG41;BG411;2019;PM10;WHO_2021_AQG_Scen_Base;1234038;567;25.9;35.8
Bulgaria;BG41;BG412;2019;PM10;WHO_2021_AQG_Scen_Base;234970;1852;16.1;22.3
Bulgaria;BG41;BG413;2019;PM10;WHO_2021_AQG_Scen_Base;308502;1256;15.9;22.5
Bulgaria;BG41;BG414;2019;PM10;WHO_2021_AQG_Scen_Base;126901;918;15.8;26.5
Bulgaria;BG41;BG415;2019;PM10;WHO_2021_AQG_Scen_Base;130438;903;15.7;22.9
Bulgaria;BG41;BG414;2019;PM2.5;WHO_2021_AQG_Scen_Base;126901;918;9.6;17.5
Bulgaria;BG41;BG415;2019;PM2.5;WHO_2021_AQG_Scen_Base;130438;903;9.6;15.1
Bulgaria;BG41;BG411;2019;PM2.5;WHO_2021_AQG_Scen_Base;1234038;567;17.3;23.6
Bulgaria;BG41;BG412;2019;PM2.5;WHO_2021_AQG_Scen_Base;234970;1852;10.2;14.9
Bulgaria;BG41;BG413;2019;PM2.5;WHO_2021_AQG_Scen_Base;308502;1256;10.0;15.0
